UMID;1750054148;4.21
VIBR;1750061266;2.94
TEMP;1750074171;3.64
PRES;1750069095;2.66
PRES;1750075421;0.08
PRES;1750066281;1.21
VIBR;1750056371;1.82
VIBR;1750063103;0.28
FLUX;1750057146;4.52
FLUX;1750062218;1.24
UMID;1750066194;4.62
TEMP;1750043209;2.76
TEMP;1750044865;3.58
FLUX;1750068142;4.96
VIBR;1750066910;1.70
FLUX;1750072624;4.43
UMID;1750052347;3.79
UMID;1750068846;0.42
VIBR;1750066153;2.16
PRES;1750060032;2.44
FLUX;1750052591;3.59
FLUX;1750048851;2.25
VIBR;1750054088;3.35
VIBR;1750073171;1.22
FLUX;1750067712;0.52
FLUX;1750043617;0.76
FLUX;1750066576;1.42
VIBR;1750062908;2.27
VIBR;1750053573;1.51
UMID;1750063589;1.32
FLUX;1750044627;2.01
FLUX;1750074033;2.42
UMID;1750045096;1.23
PRES;1750057981;3.47
VIBR;1750062554;2.35
UMID;1750069310;0.92
TEMP;1750061506;0.64
FLUX;1750068841;1.13
VIBR;1750071843;3.25
PRES;1750049767;3.38
TEMP;1750073588;0.88
TEMP;1750054160;3.54
FLUX;1750060829;2.14
UMID;1750056541;3.10
TEMP;1750056521;4.45
UMID;1750054869;3.26
TEMP;1750072098;0.71
PRES;1750049125;2.56
VIBR;1750069899;3.95
UMID;1750053403;0.74
VIBR;1750060213;3.32
FLUX;1750064516;0.78
UMID;1750060835;0.42
UMID;1750067606;2.01
PRES;1750047484;4.59
TEMP;1750062319;4.30
FLUX;1750052662;1.17
TEMP;1750057044;3.74
TEMP;1750068863;2.54
UMID;1750056881;2.44
TEMP;1750054652;4.62
TEMP;1750054410;2.53
PRES;1750068770;0.62
VIBR;1750072605;4.63
VIBR;1750060386;1.77
VIBR;1750066339;2.35
PRES;1750060128;4.88
TEMP;1750064758;0.45
FLUX;1750060003;1.79
FLUX;1750057990;2.19
VIBR;1750053065;4.77
TEMP;1750062812;0.23
TEMP;1750073507;1.51
FLUX;1750057254;2.89
TEMP;1750063550;3.82
VIBR;1750056057;1.67
FLUX;1750064844;1.14
PRES;1750070351;4.98
VIBR;1750069866;3.54
PRES;1750075117;0.56
FLUX;1750071597;1.19
FLUX;1750074031;1.72
TEMP;1750063363;1.91
FLUX;1750054646;0.99
PRES;1750049552;2.71
FLUX;1750071074;4.07
PRES;1750061378;4.86
UMID;1750061923;3.02
UMID;1750061914;0.92
FLUX;1750048323;1.80
VIBR;1750064928;1.93
TEMP;1750050618;3.23
VIBR;1750050281;4.40
TEMP;1750053295;2.48
FLUX;1750058449;4.66
TEMP;1750052135;1.33
TEMP;1750046506;4.85
TEMP;1750064794;2.50
UMID;1750066949;3.79
UMID;1750062119;2.95
TEMP;1750062584;4.58
FLUX;1750070167;1.93
UMID;1750072925;3.99
PRES;1750042997;1.98
VIBR;1750058940;1.72
PRES;1750057380;2.41
FLUX;1750070572;1.98
UMID;1750053813;2.52
FLUX;1750047426;0.40
VIBR;1750072436;4.73
VIBR;1750059631;1.88
FLUX;1750043487;3.82
FLUX;1750074072;0.85
UMID;1750050304;0.40
PRES;1750059789;3.71
FLUX;1750072429;3.26
UMID;1750072365;1.62
FLUX;1750061392;3.87
PRES;1750046290;3.71
VIBR;1750072647;0.77
PRES;1750052967;3.89
FLUX;1750059141;4.68
PRES;1750051497;2.60
UMID;1750075118;4.73
FLUX;1750063621;0.16
UMID;1750065706;1.18
VIBR;1750070937;0.27
VIBR;1750047335;2.69
VIBR;1750057463;2.14
TEMP;1750045116;0.10
UMID;1750051330;3.08
PRES;1750073194;2.11
TEMP;1750053755;0.24
VIBR;1750073206;3.67
TEMP;1750057879;2.40
PRES;1750050891;4.29
TEMP;1750073913;4.47
PRES;1750053729;3.48
TEMP;1750046366;0.33
UMID;1750066983;1.76
TEMP;1750072994;4.10
TEMP;1750048668;2.90
PRES;1750058215;1.34
TEMP;1750065235;2.27
TEMP;1750070405;0.91
TEMP;1750046183;2.11
FLUX;1750067466;0.90
FLUX;1750066689;4.81
FLUX;1750044658;3.43
FLUX;1750070390;2.63
UMID;1750068452;4.60
FLUX;1750051124;0.51
VIBR;1750058067;1.88
TEMP;1750046195;0.42
TEMP;1750059091;3.96
UMID;1750068197;4.04
VIBR;1750045127;1.37
VIBR;1750061268;4.43
PRES;1750049840;2.51
UMID;1750048885;3.42
TEMP;1750058177;2.96
PRES;1750045151;4.65
PRES;1750048141;3.13
FLUX;1750049366;3.68
UMID;1750043617;0.13
FLUX;1750064634;1.51
FLUX;1750050096;0.41
FLUX;1750070261;2.39
FLUX;1750073362;0.37
UMID;1750058806;0.77
PRES;1750054734;3.97
VIBR;1750052329;2.48
VIBR;1750072036;4.28
PRES;1750049054;0.67
FLUX;1750067083;1.42
VIBR;1750043489;0.39
PRES;1750062891;2.05
VIBR;1750073404;0.49
TEMP;1750072626;2.07
UMID;1750056907;4.89
PRES;1750071256;4.60
VIBR;1750061293;2.34
TEMP;1750047665;4.88
UMID;1750073793;4.71
VIBR;1750053142;4.33
FLUX;1750045029;0.32
TEMP;1750053719;1.83
FLUX;1750071096;0.29
TEMP;1750069160;2.64
PRES;1750072069;3.77
TEMP;1750054480;0.35
VIBR;1750068970;2.75
TEMP;1750055554;4.29
FLUX;1750050523;3.88
UMID;1750060511;0.74
FLUX;1750045443;0.41
VIBR;1750067877;0.80
UMID;1750071674;0.34
PRES;1750043614;2.34
VIBR;1750073611;1.00
UMID;1750054207;2.70
PRES;1750065659;2.24
FLUX;1750062195;4.43
FLUX;1750070035;4.86
TEMP;1750066178;3.14
TEMP;1750054995;4.99
VIBR;1750072340;0.55
PRES;1750066722;2.18
VIBR;1750063043;2.55
UMID;1750058711;2.41
UMID;1750062525;2.23
TEMP;1750067682;4.79
FLUX;1750053207;1.75
PRES;1750059788;0.78
VIBR;1750052207;0.82
FLUX;1750074758;0.37
PRES;1750056106;3.33
TEMP;1750071731;3.98
UMID;1750067947;3.43
PRES;1750064638;4.65
UMID;1750071840;3.74
VIBR;1750061588;1.56
TEMP;1750063279;1.66
PRES;1750042973;4.43
PRES;1750065711;0.78
UMID;1750060170;3.85
PRES;1750059825;4.11
PRES;1750055817;2.11
VIBR;1750056765;3.93
FLUX;1750052943;0.83
VIBR;1750049882;1.40
TEMP;1750054949;4.41
PRES;1750055351;2.37
FLUX;1750047880;4.12
VIBR;1750069061;4.64
TEMP;1750054331;1.06
UMID;1750069873;3.03
UMID;1750044819;3.60
TEMP;1750044729;1.04
VIBR;1750048302;1.15
VIBR;1750058821;3.40
FLUX;1750073231;3.07
UMID;1750058211;2.78
UMID;1750063198;2.81
PRES;1750048230;1.63
VIBR;1750055725;1.50
UMID;1750069463;2.60
UMID;1750075163;4.04
VIBR;1750061316;3.64
VIBR;1750057397;4.27
VIBR;1750069833;2.40
TEMP;1750067535;0.31
VIBR;1750047654;4.61
VIBR;1750055771;0.94
VIBR;1750072071;3.21
TEMP;1750058855;1.78
UMID;1750048451;4.71
VIBR;1750053570;3.87
TEMP;1750051257;2.85
VIBR;1750047233;0.60
TEMP;1750064417;1.36
VIBR;1750062289;4.43
PRES;1750064989;4.74
FLUX;1750062556;1.41
PRES;1750059378;2.98
PRES;1750057909;0.93
TEMP;1750043900;3.94
PRES;1750042875;0.30
PRES;1750057644;1.47
UMID;1750059318;0.03
UMID;1750070705;4.13
VIBR;1750054171;0.38
UMID;1750047400;3.21
PRES;1750070334;0.91
PRES;1750048988;1.53
FLUX;1750045527;4.30
UMID;1750074110;1.17
PRES;1750068646;3.85
TEMP;1750071458;4.31
PRES;1750052121;1.77
VIBR;1750072351;2.67
UMID;1750044739;2.35
FLUX;1750061223;3.77
VIBR;1750070852;2.51
UMID;1750049458;0.34
FLUX;1750044720;0.80
FLUX;1750061326;0.68
FLUX;1750062238;2.60
FLUX;1750071092;1.03
TEMP;1750056285;1.55
FLUX;1750073777;2.97
FLUX;1750057091;4.75
VIBR;1750072266;0.09
FLUX;1750052183;3.37
VIBR;1750069661;3.37
PRES;1750067911;0.34
UMID;1750058089;0.77
TEMP;1750063193;0.46
VIBR;1750054608;3.06
VIBR;1750045675;3.83
TEMP;1750062377;1.10
TEMP;1750070676;3.56
VIBR;1750057526;4.95
VIBR;1750073475;2.46
UMID;1750067941;3.26
VIBR;1750049466;2.70
TEMP;1750057952;2.69
TEMP;1750054630;1.65
PRES;1750043158;2.45
FLUX;1750049488;2.94
VIBR;1750047622;3.92
VIBR;1750069783;4.17
UMID;1750069232;0.49
UMID;1750057012;2.66
UMID;1750044991;3.99
FLUX;1750070771;3.49
PRES;1750057406;1.16
TEMP;1750048236;0.84
VIBR;1750061694;3.67
PRES;1750053020;4.26
PRES;1750046330;2.35
TEMP;1750074417;2.76
FLUX;1750069072;1.90
PRES;1750062373;0.45
FLUX;1750054576;2.29
UMID;1750070331;0.66
VIBR;1750062035;2.24
PRES;1750063998;4.06
FLUX;1750052500;4.61
FLUX;1750044494;3.79
VIBR;1750071802;4.15
FLUX;1750045089;4.91
FLUX;1750044256;4.77
PRES;1750048004;4.29
UMID;1750060927;2.55
VIBR;1750051325;4.49
UMID;1750070515;2.48
VIBR;1750056156;3.44
FLUX;1750043687;1.90
TEMP;1750070050;4.25
UMID;1750057127;2.71
VIBR;1750044419;4.69
PRES;1750070332;3.33
VIBR;1750049966;1.37
PRES;1750073970;4.82
UMID;1750065249;2.92
FLUX;1750057800;0.91
TEMP;1750068599;2.56
UMID;1750044479;2.47
PRES;1750050279;1.54
TEMP;1750055694;0.67
VIBR;1750052601;3.65
FLUX;1750059918;3.94
VIBR;1750061847;1.67
FLUX;1750045389;3.45
TEMP;1750045185;0.62
PRES;1750043978;0.26
UMID;1750063059;0.10
PRES;1750057656;0.20
UMID;1750065306;4.96
VIBR;1750052842;1.08
FLUX;1750061418;0.28
UMID;1750067120;0.77
PRES;1750061367;3.86
FLUX;1750054602;0.43
UMID;1750055647;3.08
UMID;1750055747;4.86
UMID;1750052642;3.15
VIBR;1750047179;2.47
VIBR;1750050940;1.45
TEMP;1750064105;1.17
VIBR;1750043684;3.54
VIBR;1750046760;4.33
TEMP;1750063767;0.76
VIBR;1750065533;3.34
VIBR;1750067061;3.03
PRES;1750052251;1.04
UMID;1750053794;4.12
TEMP;1750071801;3.78
FLUX;1750070757;1.04
FLUX;1750074800;4.83
TEMP;1750064504;4.14
PRES;1750043254;4.08
FLUX;1750071115;2.19
FLUX;1750042984;3.70
UMID;1750051302;0.73
VIBR;1750044770;2.87
VIBR;1750058286;0.22
FLUX;1750065937;1.48
UMID;1750071928;1.24
TEMP;1750056707;0.00
FLUX;1750075058;4.99
TEMP;1750045796;4.37
VIBR;1750055814;2.57
TEMP;1750045995;2.88
PRES;1750054340;3.01
TEMP;1750072031;1.24
PRES;1750056573;1.57
PRES;1750067004;3.75
TEMP;1750065544;4.62
TEMP;1750064740;2.47
UMID;1750073201;3.30
TEMP;1750047071;3.96
UMID;1750063618;3.01
TEMP;1750066706;4.87
FLUX;1750049251;3.64
PRES;1750074880;3.65
TEMP;1750053124;3.35
UMID;1750044515;2.18
PRES;1750053071;0.54
FLUX;1750060172;3.27
VIBR;1750056023;2.27
FLUX;1750074247;3.96
UMID;1750068729;0.69
VIBR;1750074478;0.20
PRES;1750074668;0.83
PRES;1750066943;2.23
TEMP;1750056056;0.66
FLUX;1750044742;1.80
UMID;1750061252;1.24
UMID;1750073212;3.57
FLUX;1750069890;4.47
UMID;1750044011;3.30
VIBR;1750052446;0.59
FLUX;1750060025;1.36
VIBR;1750048377;1.58
FLUX;1750047652;1.83
UMID;1750054497;1.74
VIBR;1750067990;0.46
PRES;1750043446;2.18
VIBR;1750071585;4.98
UMID;1750066889;4.61
TEMP;1750068151;4.39
FLUX;1750044565;3.87
PRES;1750052543;0.09
PRES;1750059222;3.14
PRES;1750066141;2.02
UMID;1750070592;1.55
PRES;1750059132;2.88
TEMP;1750060019;1.04
FLUX;1750067651;3.95
VIBR;1750074048;4.76
TEMP;1750062648;1.45
PRES;1750073828;1.65
TEMP;1750059836;0.72
FLUX;1750070464;3.99
